Month,Ticker,Shares
2019-07,UMI.BR,5600.0
2019-07,BOOZT.ST,20000.0
2019-07,GWPH,1000.0
2019-07,MTLS,4000.0
2019-07,FAG.ST,17500.0
2019-07,NOD.OL,18500.0
2019-07,OVS.MI,18500.0
2019-07,AM3D.DE,4000.0
2019-07,NAS.OL,6900.0
2019-07,BAS1V.HE,4000.0
2019-07,6861.T,150.0
2019-07,BC.MI,2000.0
2019-07,ASC.L,6000.0
2019-07,SEDG,3250.0
2019-07,DUST.ST,9000.0
2019-07,ZAL.DE,1550.0
2019-07,BHP,1650.0
2019-07,6146.T,550.0
2019-07,ACSO.L,2000.0
2019-07,SAX.DE,1500.0
2019-07,OCDO.L,6000.0
2019-07,4751.T,2000.0
2019-07,2678.T,3000.0
2019-07,ETO.L,30000.0
2019-07,ALK-B.CO,550.0
2019-07,STM,10000.0
2019-07,6951.T,10000.0
2019-07,AMP.MI,5000.0
2019-07,6857.T,4000.0
2019-07,6481.T,2500.0
2019-07,AF-B.ST,4400.0
2019-07,MONC.MI,2250.0
2019-07,INRN.SW,70.0
2019-07,LN,2500.0
2019-07,RKUNY,10000.0
2019-07,ADYEN.AS,140.0
2019-07,FDP.L,2000.0
2019-07,SMDS.L,25000.0
2019-07,TSM,4000.0
2019-07,ZOO.L,90000.0
2019-07,IQE.L,180000.0
2019-07,ORP.PA,1000.0
2019-07,TPE.DE,7000.0
2019-07,4921.T,3000.0
2019-07,3064.T,4500.0
2019-07,6594.T,400.0
2019-07,3990.T,4000.0
2019-07,3844.T,2500.0
2019-07,LTG.L,250000.0
2019-07,CAP.PA,1000.0
2019-07,6920.T,2000.0
2019-07,ADE.OL,3000.0
2019-07,MDW.PA,4500.0
2019-07,2146.T,3000.0
2019-07,LBIRD.PA,3000.0
2019-07,FDEV.L,8214.0
2019-07,AML.L,8000.0
2019-07,VITB.ST,5000.0
2019-08,BB,30000.0
2019-08,NOK,30000.0
2019-08,SHOP,300.0
2019-08,FANUY,5000.0
2019-08,AMS.SW,4000.0
2019-08,BCART.BR,18000.0
2019-08,UCB.BR,1250.0
2019-08,ASML,630.0
2019-08,NTDOY,2500.0
2019-08,RAY.ST,15000.0
2019-08,SCHA.OL,3500.0
2019-08,UMI.BR,5600.0
2019-08,BOOZT.ST,20000.0
2019-08,GWPH,1000.0
2019-08,MTLS,6000.0
2019-08,FAG.ST,17500.0
2019-08,NOD.OL,18500.0
2019-08,OVS.MI,18500.0
2019-08,AM3D.DE,8000.0
2019-08,NAS.OL,6900.0
2019-08,BAS1V.HE,4000.0
2019-08,6861.T,150.0
2019-08,BC.MI,2000.0
2019-08,ASC.L,6000.0
2019-08,SEDG,3250.0
2019-08,DUST.ST,14000.0
2019-08,ZAL.DE,5050.0
2019-08,BHP,1650.0
2019-08,6146.T,950.0
2019-08,ACSO.L,2000.0
2019-08,SAX.DE,1500.0
2019-08,OCDO.L,14000.0
2019-08,4751.T,3000.0
2019-08,2678.T,3000.0
2019-08,ETO.L,10000.0
2019-08,ALK-B.CO,550.0
2019-08,STM,10000.0
2019-08,6951.T,10000.0
2019-08,AMP.MI,5000.0
2019-08,6857.T,4000.0
2019-08,6481.T,2500.0
2019-08,AF-B.ST,4400.0
2019-08,MONC.MI,4000.0
2019-08,INRN.SW,70.0
2019-08,LN,4000.0
2019-08,RKUNY,10000.0
2019-08,ADYEN.AS,140.0
2019-08,FDP.L,4000.0
2019-08,SMDS.L,45000.0
2019-08,TSM,4000.0
2019-08,ZOO.L,140000.0
2019-08,IQE.L,180000.0
2019-08,ORP.PA,1500.0
2019-08,TPE.DE,7000.0
2019-08,4921.T,5000.0
2019-08,3064.T,4500.0
2019-08,6594.T,800.0
2019-08,3990.T,4000.0
2019-08,3844.T,4000.0
2019-08,LTG.L,250000.0
2019-08,CAP.PA,1000.0
2019-08,6920.T,2000.0
2019-08,ADE.OL,7500.0
2019-08,MDW.PA,4500.0
2019-08,LBIRD.PA,9000.0
2019-08,FDEV.L,14214.0
2019-08,AML.L,8000.0
2019-08,VITB.ST,10000.0
2019-08,TOBII.ST,24000.0
2019-08,4755.T,5000.0
2019-08,IBAB.BR,6000.0
2019-09,BB,30000.0
2019-09,NOK,30000.0
2019-09,SHOP,300.0
2019-09,FANUY,5000.0
2019-09,AMS.SW,4000.0
2019-09,BCART.BR,18000.0
2019-09,UCB.BR,1250.0
2019-09,ASML,630.0
2019-09,NTDOY,2500.0
2019-09,RAY.ST,15000.0
2019-09,SCHA.OL,3500.0
2019-09,UMI.BR,5600.0
2019-09,BOOZT.ST,20000.0
2019-09,GWPH,1000.0
2019-09,MTLS,6000.0
2019-09,FAG.ST,17500.0
2019-09,NOD.OL,37000.0
2019-09,AM3D.DE,8000.0
2019-09,NAS.OL,6900.0
2019-09,BAS1V.HE,7000.0
2019-09,6861.T,250.0
2019-09,BC.MI,2000.0
2019-09,ASC.L,6000.0
2019-09,SEDG,3250.0
2019-09,DUST.ST,14000.0
2019-09,ZAL.DE,5050.0
2019-09,BHP,1650.0
2019-09,6146.T,950.0
2019-09,ACSO.L,2000.0
2019-09,SAX.DE,1500.0
2019-09,OCDO.L,14000.0
2019-09,4751.T,3000.0
2019-09,2678.T,3000.0
2019-09,ETO.L,10000.0
2019-09,ALK-B.CO,550.0
2019-09,STM,10000.0
2019-09,6951.T,10000.0
2019-09,AMP.MI,5000.0
2019-09,6857.T,4000.0
2019-09,6481.T,2500.0
2019-09,AF-B.ST,4400.0
2019-09,MONC.MI,4000.0
2019-09,INRN.SW,70.0
2019-09,LN,4000.0
2019-09,RKUNY,10000.0
2019-09,ADYEN.AS,260.0
2019-09,FDP.L,4000.0
2019-09,SMDS.L,45000.0
2019-09,TSM,4000.0
2019-09,ZOO.L,140000.0
2019-09,IQE.L,180000.0
2019-09,ORP.PA,1500.0
2019-09,TPE.DE,7000.0
2019-09,4921.T,5000.0
2019-09,3064.T,4500.0
2019-09,6594.T,800.0
2019-09,3990.T,4000.0
2019-09,3844.T,4000.0
2019-09,LTG.L,250000.0
2019-09,CAP.PA,1000.0
2019-09,6920.T,3000.0
2019-09,ADE.OL,7500.0
2019-09,MDW.PA,4500.0
2019-09,LBIRD.PA,14000.0
2019-09,FDEV.L,19214.0
2019-09,AML.L,8000.0
2019-09,VITB.ST,10000.0
2019-09,TOBII.ST,24000.0
2019-09,4755.T,5000.0
2019-09,IBAB.BR,6000.0
2019-09,IFX.DE,6000.0
2019-10,BB,30000.0
2019-10,NOK,30000.0
2019-10,SHOP,300.0
2019-10,FANUY,5000.0
2019-10,AMS.SW,4000.0
2019-10,BCART.BR,18000.0
2019-10,UCB.BR,1250.0
2019-10,ASML,630.0
2019-10,NTDOY,2500.0
2019-10,RAY.ST,15000.0
2019-10,SCHA.OL,3500.0
2019-10,UMI.BR,5600.0
2019-10,BOOZT.ST,20000.0
2019-10,GWPH,1500.0
2019-10,MTLS,6000.0
2019-10,FAG.ST,17500.0
2019-10,NOD.OL,37000.0
2019-10,AM3D.DE,8000.0
2019-10,NAS.OL,6900.0
2019-10,BAS1V.HE,9000.0
2019-10,6861.T,250.0
2019-10,BC.MI,2000.0
2019-10,ASC.L,6000.0
2019-10,SEDG,3250.0
2019-10,DUST.ST,14000.0
2019-10,ZAL.DE,5050.0
2019-10,BHP,2650.0
2019-10,6146.T,950.0
2019-10,ACSO.L,2000.0
2019-10,SAX.DE,1500.0
2019-10,OCDO.L,14000.0
2019-10,4751.T,3000.0
2019-10,2678.T,3000.0
2019-10,ETO.L,10000.0
2019-10,ALK-B.CO,550.0
2019-10,STM,10000.0
2019-10,BZUN,4000.0
2019-10,6951.T,10000.0
2019-10,AMP.MI,5000.0
2019-10,6857.T,4000.0
2019-10,6481.T,2500.0
2019-10,AF-B.ST,4400.0
2019-10,MONC.MI,4000.0
2019-10,INRN.SW,70.0
2019-10,LN,4000.0
2019-10,RKUNY,10000.0
2019-10,ADYEN.AS,260.0
2019-10,FDP.L,4000.0
2019-10,SMDS.L,45000.0
2019-10,TSM,4000.0
2019-10,ZOO.L,140000.0
2019-10,IQE.L,180000.0
2019-10,ORP.PA,1500.0
2019-10,TPE.DE,7000.0
2019-10,4921.T,5000.0
2019-10,3064.T,4500.0
2019-10,6594.T,1400.0
2019-10,3990.T,4000.0
2019-10,3844.T,4000.0
2019-10,LTG.L,300000.0
2019-10,CAP.PA,1000.0
2019-10,6920.T,3000.0
2019-10,ADE.OL,7500.0
2019-10,MDW.PA,20000.0
2019-10,LBIRD.PA,14000.0
2019-10,FDEV.L,19214.0
2019-10,AML.L,8000.0
2019-10,VITB.ST,10000.0
2019-10,TOBII.ST,24000.0
2019-10,4755.T,5000.0
2019-10,IBAB.BR,10000.0
2019-10,IFX.DE,6000.0
2019-11,BB,30000.0
2019-11,SHOP,300.0
2019-11,FANUY,5000.0
2019-11,AMS.SW,4000.0
2019-11,BCART.BR,18000.0
2019-11,UCB.BR,2000.0
2019-11,ASML,630.0
2019-11,RAY.ST,15000.0
2019-11,SCHA.OL,3500.0
2019-11,UMI.BR,5600.0
2019-11,BOOZT.ST,20000.0
2019-11,GWPH,2000.0
2019-11,MTLS,6000.0
2019-11,FAG.ST,17500.0
2019-11,NOD.OL,37000.0
2019-11,AM3D.DE,8000.0
2019-11,BAS1V.HE,9000.0
2019-11,6861.T,250.0
2019-11,ASC.L,6000.0
2019-11,SEDG,3250.0
2019-11,DUST.ST,21000.0
2019-11,ZAL.DE,5050.0
2019-11,BHP,2650.0
2019-11,6146.T,950.0
2019-11,SAX.DE,1500.0
2019-11,OCDO.L,14000.0
2019-11,4751.T,3000.0
2019-11,2678.T,3000.0
2019-11,ETO.L,10000.0
2019-11,ALK-B.CO,550.0
2019-11,STM,10000.0
2019-11,BZUN,4000.0
2019-11,6951.T,10000.0
2019-11,AMP.MI,5000.0
2019-11,6857.T,4000.0
2019-11,6481.T,2500.0
2019-11,AF-B.ST,4400.0
2019-11,MONC.MI,4000.0
2019-11,INRN.SW,70.0
2019-11,LN,4000.0
2019-11,RKUNY,10000.0
2019-11,ADYEN.AS,260.0
2019-11,CAPC.L,50000.0
2019-11,FDP.L,4000.0
2019-11,SMDS.L,45000.0
2019-11,TSM,4000.0
2019-11,ZOO.L,140000.0
2019-11,IQE.L,180000.0
2019-11,ORP.PA,1500.0
2019-11,TPE.DE,14000.0
2019-11,4921.T,5000.0
2019-11,3064.T,4500.0
2019-11,6594.T,1400.0
2019-11,3990.T,4000.0
2019-11,3844.T,4000.0
2019-11,LTG.L,300000.0
2019-11,CAP.PA,1000.0
2019-11,6920.T,3000.0
2019-11,ADE.OL,12580.0
2019-11,MDW.PA,20000.0
2019-11,LBIRD.PA,14000.0
2019-11,FDEV.L,19214.0
2019-11,AML.L,8000.0
2019-11,VITB.ST,10000.0
2019-11,TOBII.ST,45000.0
2019-11,4755.T,5000.0
2019-11,IBAB.BR,10000.0
2019-11,IFX.DE,6000.0
2019-11,FEVR.L,5000.0
2019-11,WDI.DE,1000.0
2019-11,4689.T,60000.0
2019-12,BB,50000.0
2019-12,SHOP,300.0
2019-12,FANUY,5000.0
2019-12,AMS.SW,4000.0
2019-12,BCART.BR,18000.0
2019-12,UCB.BR,2000.0
2019-12,ASML,630.0
2019-12,RAY.ST,15000.0
2019-12,SCHA.OL,3500.0
2019-12,UMI.BR,5600.0
2019-12,BOOZT.ST,20000.0
2019-12,GWPH,2000.0
2019-12,MTLS,6000.0
2019-12,NOD.OL,37000.0
2019-12,AM3D.DE,8000.0
2019-12,BAS1V.HE,9000.0
2019-12,6861.T,250.0
2019-12,ASC.L,6000.0
2019-12,SEDG,3250.0
2019-12,DUST.ST,21000.0
2019-12,ZAL.DE,5050.0
2019-12,BHP,2650.0
2019-12,6146.T,950.0
2019-12,SAX.DE,2500.0
2019-12,OCDO.L,19000.0
2019-12,4751.T,3000.0
2019-12,2678.T,3000.0
2019-12,ALK-B.CO,550.0
2019-12,STM,10000.0
2019-12,BZUN,8000.0
2019-12,6951.T,10000.0
2019-12,AMP.MI,5000.0
2019-12,6857.T,4000.0
2019-12,6481.T,2500.0
2019-12,AF-B.ST,4400.0
2019-12,MONC.MI,4000.0
2019-12,INRN.SW,70.0
2019-12,LN,4000.0
2019-12,RKUNY,10000.0
2019-12,ADYEN.AS,260.0
2019-12,CAPC.L,50000.0
2019-12,FDP.L,4000.0
2019-12,SMDS.L,45000.0
2019-12,TSM,4000.0
2019-12,ZOO.L,140000.0
2019-12,IQE.L,180000.0
2019-12,ORP.PA,1500.0
2019-12,TPE.DE,14000.0
2019-12,4921.T,5000.0
2019-12,3064.T,4500.0
2019-12,6594.T,1400.0
2019-12,3990.T,4000.0
2019-12,3844.T,4000.0
2019-12,LTG.L,350000.0
2019-12,CAP.PA,1000.0
2019-12,6920.T,3000.0
2019-12,ADE.OL,12580.0
2019-12,MDW.PA,20000.0
2019-12,LBIRD.PA,14000.0
2019-12,FDEV.L,19214.0
2019-12,AML.L,8000.0
2019-12,VITB.ST,10000.0
2019-12,TOBII.ST,45000.0
2019-12,4755.T,5000.0
2019-12,IBAB.BR,10000.0
2019-12,IFX.DE,6000.0
2019-12,FEVR.L,5000.0
2019-12,WDI.DE,1000.0
2019-12,4689.T,60000.0
2019-12,FUTR.L,14000.0
2020-01,BB,50000.0
2020-01,FANUY,10000.0
2020-01,AMS.SW,4000.0
2020-01,BCART.BR,18000.0
2020-01,UCB.BR,2000.0
2020-01,ASML,630.0
2020-01,RAY.ST,15000.0
2020-01,SCHA.OL,3500.0
2020-01,UMI.BR,5600.0
2020-01,BOOZT.ST,40000.0
2020-01,GWPH,2000.0
2020-01,MTLS,9000.0
2020-01,NOD.OL,37000.0
2020-01,AM3D.DE,8000.0
2020-01,BAS1V.HE,9000.0
2020-01,6861.T,250.0
2020-01,ASC.L,6000.0
2020-01,SEDG,3250.0
2020-01,DUST.ST,31000.0
2020-01,ZAL.DE,5050.0
2020-01,6146.T,950.0
2020-01,SAX.DE,2500.0
2020-01,OCDO.L,19000.0
2020-01,4751.T,5000.0
2020-01,2678.T,3000.0
2020-01,ALK-B.CO,550.0
2020-01,STM,10000.0
2020-01,BZUN,8000.0
2020-01,6951.T,10000.0
2020-01,AMP.MI,5000.0
2020-01,6857.T,4000.0
2020-01,6481.T,5000.0
2020-01,AF-B.ST,4400.0
2020-01,INRN.SW,70.0
2020-01,RKUNY,10000.0
2020-01,ADYEN.AS,260.0
2020-01,CAPC.L,50000.0
2020-01,FDP.L,4000.0
2020-01,SMDS.L,45000.0
2020-01,TSM,4000.0
2020-01,ZOO.L,240000.0
2020-01,IQE.L,185000.0
2020-01,ORP.PA,1500.0
2020-01,TPE.DE,14000.0
2020-01,4921.T,5000.0
2020-01,3064.T,8500.0
2020-01,6594.T,1400.0
2020-01,3990.T,4000.0
2020-01,3844.T,8000.0
2020-01,LTG.L,350000.0
2020-01,CAP.PA,2000.0
2020-01,6920.T,3000.0
2020-01,ADE.OL,12580.0
2020-01,MDW.PA,20000.0
2020-01,LBIRD.PA,14000.0
2020-01,FDEV.L,19214.0
2020-01,AML.L,8000.0
2020-01,VITB.ST,10000.0
2020-01,TOBII.ST,45000.0
2020-01,4755.T,5000.0
2020-01,IBAB.BR,10000.0
2020-01,IFX.DE,6000.0
2020-01,WDI.DE,1000.0
2020-01,4689.T,60000.0
2020-01,FUTR.L,14000.0
2020-01,TOM2.AS,14000.0
2020-01,BOSS.DE,3000.0
2020-02,BB,50000.0
2020-02,FANUY,10000.0
2020-02,AMS.SW,4000.0
2020-02,BCART.BR,30000.0
2020-02,UCB.BR,2000.0
2020-02,ASML,940.0
2020-02,RAY.ST,30000.0
2020-02,UMI.BR,5600.0
2020-02,BOOZT.ST,40000.0
2020-02,GWPH,2000.0
2020-02,MTLS,14000.0
2020-02,NOD.OL,37000.0
2020-02,AM3D.DE,15000.0
2020-02,BAS1V.HE,9000.0
2020-02,6861.T,250.0
2020-02,ASC.L,6000.0
2020-02,SEDG,3250.0
2020-02,DUST.ST,31000.0
2020-02,ZAL.DE,5050.0
2020-02,6146.T,950.0
2020-02,SAX.DE,2500.0
2020-02,OCDO.L,24000.0
2020-02,4751.T,5000.0
2020-02,2678.T,3000.0
2020-02,ALK-B.CO,550.0
2020-02,STM,10000.0
2020-02,BZUN,8000.0
2020-02,6951.T,10000.0
2020-02,AMP.MI,5000.0
2020-02,6857.T,4000.0
2020-02,6481.T,5000.0
2020-02,AF-B.ST,10000.0
2020-02,INRN.SW,70.0
2020-02,RKUNY,10000.0
2020-02,ADYEN.AS,260.0
2020-02,CAPC.L,50000.0
2020-02,FDP.L,4000.0
2020-02,SMDS.L,75000.0
2020-02,TSM,4000.0
2020-02,ZOO.L,240000.0
2020-02,IQE.L,185000.0
2020-02,ORP.PA,1500.0
2020-02,TPE.DE,14000.0
2020-02,3064.T,8500.0
2020-02,6594.T,2600.0
2020-02,3990.T,4000.0
2020-02,3844.T,8000.0
2020-02,LTG.L,350000.0
2020-02,CAP.PA,2000.0
2020-02,6920.T,3000.0
2020-02,ADE.OL,12580.0
2020-02,MDW.PA,20000.0
2020-02,LBIRD.PA,14000.0
2020-02,FDEV.L,19214.0
2020-02,AML.L,8000.0
2020-02,VITB.ST,10000.0
2020-02,TOBII.ST,70000.0
2020-02,4755.T,5000.0
2020-02,IBAB.BR,10000.0
2020-02,IFX.DE,6000.0
2020-02,WDI.DE,2000.0
2020-02,4689.T,60000.0
2020-02,FUTR.L,14000.0
2020-02,TOM2.AS,28000.0
2020-02,BOSS.DE,3000.0
2020-03,BB,100000.0
2020-03,SHOP,450.0
2020-03,FANUY,10000.0
2020-03,AMS.SW,4000.0
2020-03,BCART.BR,45000.0
2020-03,UCB.BR,2000.0
2020-03,ASML,1240.0
2020-03,RAY.ST,30000.0
2020-03,UMI.BR,5600.0
2020-03,BOOZT.ST,40000.0
2020-03,GWPH,2000.0
2020-03,MTLS,14000.0
2020-03,NOD.OL,37000.0
2020-03,AM3D.DE,15000.0
2020-03,BAS1V.HE,9000.0
2020-03,6861.T,250.0
2020-03,ASC.L,10000.0
2020-03,SEDG,3250.0
2020-03,DUST.ST,46000.0
2020-03,ZAL.DE,5050.0
2020-03,6146.T,950.0
2020-03,SAX.DE,2500.0
2020-03,OCDO.L,24000.0
2020-03,4751.T,5000.0
2020-03,2678.T,3000.0
2020-03,ALK-B.CO,1000.0
2020-03,STM,10000.0
2020-03,BZUN,8000.0
2020-03,6951.T,10000.0
2020-03,AMP.MI,8000.0
2020-03,6857.T,4000.0
2020-03,6481.T,5000.0
2020-03,AF-B.ST,10000.0
2020-03,INRN.SW,70.0
2020-03,RKUNY,10000.0
2020-03,ADYEN.AS,260.0
2020-03,CAPC.L,50000.0
2020-03,FDP.L,1000.0
2020-03,SMDS.L,75000.0
2020-03,TSM,8000.0
2020-03,ZOO.L,240000.0
2020-03,IQE.L,30000.0
2020-03,ORP.PA,2250.0
2020-03,3064.T,8500.0
2020-03,6594.T,2600.0
2020-03,3990.T,4000.0
2020-03,3844.T,8000.0
2020-03,LTG.L,350000.0
2020-03,CAP.PA,2000.0
2020-03,6920.T,3000.0
2020-03,ADE.OL,12580.0
2020-03,MDW.PA,20000.0
2020-03,LBIRD.PA,14000.0
2020-03,FDEV.L,39214.0
2020-03,VITB.ST,10000.0
2020-03,TOBII.ST,70000.0
2020-03,4755.T,5000.0
2020-03,IBAB.BR,10000.0
2020-03,IFX.DE,6000.0
2020-03,WDI.DE,2000.0
2020-03,4689.T,60000.0
2020-03,FUTR.L,24000.0
2020-03,TOM2.AS,28000.0
2020-03,BOSS.DE,3000.0
2020-03,6544.T,7000.0
2020-03,DSY.PA,1000.0
2020-04,BB,100000.0
2020-04,SHOP,450.0
2020-04,FANUY,10000.0
2020-04,AMS.SW,13000.0
2020-04,BCART.BR,45000.0
2020-04,UCB.BR,2000.0
2020-04,ASML,940.0
2020-04,RAY.ST,30000.0
2020-04,UMI.BR,5600.0
2020-04,BOOZT.ST,40000.0
2020-04,GWPH,2000.0
2020-04,MTLS,7000.0
2020-04,NOD.OL,37000.0
2020-04,AM3D.DE,15000.0
2020-04,BAS1V.HE,9000.0
2020-04,6861.T,250.0
2020-04,ASC.L,25000.0
2020-04,SEDG,2500.0
2020-04,DUST.ST,46000.0
2020-04,ZAL.DE,5050.0
2020-04,6146.T,950.0
2020-04,SAX.DE,2500.0
2020-04,OCDO.L,24000.0
2020-04,4751.T,5000.0
2020-04,2678.T,3000.0
2020-04,ALK-B.CO,1000.0
2020-04,STM,10000.0
2020-04,6951.T,10000.0
2020-04,AMP.MI,8000.0
2020-04,6857.T,4000.0
2020-04,6481.T,5000.0
2020-04,AF-B.ST,10000.0
2020-04,INRN.SW,70.0
2020-04,RKUNY,10000.0
2020-04,ADYEN.AS,260.0
2020-04,CAPC.L,50000.0
2020-04,FDP.L,1000.0
2020-04,SMDS.L,75000.0
2020-04,TSM,6000.0
2020-04,ZOO.L,240000.0
2020-04,IQE.L,30000.0
2020-04,ORP.PA,1000.0
2020-04,3064.T,8500.0
2020-04,6594.T,2600.0
2020-04,3990.T,4000.0
2020-04,3844.T,8000.0
2020-04,LTG.L,350000.0
2020-04,CAP.PA,2000.0
2020-04,6920.T,3000.0
2020-04,ADE.OL,12580.0
2020-04,MDW.PA,20000.0
2020-04,LBIRD.PA,14000.0
2020-04,FDEV.L,39214.0
2020-04,VITB.ST,10000.0
2020-04,TOBII.ST,70000.0
2020-04,4755.T,5000.0
2020-04,IBAB.BR,8063.0
2020-04,IFX.DE,16000.0
2020-04,WDI.DE,1000.0
2020-04,4689.T,60000.0
2020-04,FUTR.L,24000.0
2020-04,TOM2.AS,28000.0
2020-04,6544.T,7000.0
2020-04,DSY.PA,3000.0
2020-04,DIA.MI,2000.0
2020-04,RYAAY,2300.0
2020-05,BB,100000.0
2020-05,SHOP,230.0
2020-05,FANUY,10000.0
2020-05,AMS.SW,13000.0
2020-05,BCART.BR,45000.0
2020-05,UCB.BR,2000.0
2020-05,ASML,940.0
2020-05,RAY.ST,40000.0
2020-05,UMI.BR,5600.0
2020-05,BOOZT.ST,40000.0
2020-05,GWPH,2000.0
2020-05,MTLS,7000.0
2020-05,NOD.OL,37000.0
2020-05,AM3D.DE,15000.0
2020-05,BAS1V.HE,9000.0
2020-05,6861.T,250.0
2020-05,ASC.L,20000.0
2020-05,SEDG,2500.0
2020-05,DUST.ST,46000.0
2020-05,ZAL.DE,5050.0
2020-05,6146.T,950.0
2020-05,SAX.DE,2500.0
2020-05,OCDO.L,24000.0
2020-05,4751.T,5000.0
2020-05,ALK-B.CO,1000.0
2020-05,STM,10000.0
2020-05,6951.T,10000.0
2020-05,AMP.MI,8000.0
2020-05,6857.T,4000.0
2020-05,6481.T,5000.0
2020-05,INRN.SW,70.0
2020-05,RKUNY,10000.0
2020-05,ADYEN.AS,260.0
2020-05,CAPC.L,100000.0
2020-05,FDP.L,1000.0
2020-05,SMDS.L,75000.0
2020-05,TSM,6000.0
2020-05,ZOO.L,240000.0
2020-05,IQE.L,30000.0
2020-05,ORP.PA,1000.0
2020-05,3064.T,8500.0
2020-05,6594.T,2600.0
2020-05,3990.T,4000.0
2020-05,3844.T,8000.0
2020-05,LTG.L,350000.0
2020-05,6920.T,1000.0
2020-05,ADE.OL,12580.0
2020-05,MDW.PA,20000.0
2020-05,LBIRD.PA,14000.0
2020-05,FDEV.L,39214.0
2020-05,VITB.ST,10000.0
2020-05,TOBII.ST,100000.0
2020-05,4755.T,15000.0
2020-05,IFX.DE,16000.0
2020-05,4689.T,60000.0
2020-05,FUTR.L,24000.0
2020-05,TOM2.AS,28000.0
2020-05,6544.T,7000.0
2020-05,DSY.PA,2300.0
2020-05,DIA.MI,2000.0
2020-05,RYAAY,2300.0
2020-05,ASR,2000.0
2020-06,BB,100000.0
2020-06,SHOP,100.0
2020-06,FANUY,10000.0
2020-06,AMS.SW,13000.0
2020-06,BCART.BR,45000.0
2020-06,UCB.BR,2000.0
2020-06,ASML,540.0
2020-06,RAY.ST,40000.0
2020-06,UMI.BR,7600.0
2020-06,BOOZT.ST,40000.0
2020-06,GWPH,2000.0
2020-06,MTLS,7000.0
2020-06,NOD.OL,37000.0
2020-06,AM3D.DE,25000.0
2020-06,BAS1V.HE,9000.0
2020-06,6861.T,250.0
2020-06,ASC.L,20000.0
2020-06,SEDG,2500.0
2020-06,DUST.ST,46000.0
2020-06,ZAL.DE,5050.0
2020-06,6146.T,950.0
2020-06,ACSO.L,50000.0
2020-06,SAX.DE,3500.0
2020-06,OCDO.L,24000.0
2020-06,4751.T,5000.0
2020-06,ALK-B.CO,1000.0
2020-06,STM,10000.0
2020-06,6951.T,10000.0
2020-06,AMP.MI,8000.0
2020-06,6857.T,4000.0
2020-06,6481.T,10000.0
2020-06,INRN.SW,150.0
2020-06,RKUNY,10000.0
2020-06,ADYEN.AS,260.0
2020-06,CAPC.L,150000.0
2020-06,FDP.L,1000.0
2020-06,SMDS.L,95000.0
2020-06,TSM,6000.0
2020-06,ZOO.L,240000.0
2020-06,IQE.L,329030.0
2020-06,ORP.PA,2000.0
2020-06,3064.T,8500.0
2020-06,6594.T,2600.0
2020-06,3990.T,4000.0
2020-06,3844.T,8000.0
2020-06,LTG.L,350000.0
2020-06,6920.T,1000.0
2020-06,ADE.OL,12580.0
2020-06,LBIRD.PA,16092.0
2020-06,FDEV.L,39214.0
2020-06,VITB.ST,10000.0
2020-06,TOBII.ST,100000.0
2020-06,4755.T,15000.0
2020-06,IFX.DE,16000.0
2020-06,4689.T,60000.0
2020-06,FUTR.L,24000.0
2020-06,TOM2.AS,28000.0
2020-06,6544.T,7000.0
2020-06,DSY.PA,2300.0
2020-06,DIA.MI,2000.0
2020-06,RYAAY,4300.0
2020-06,ASR,3000.0
2020-06,AGL.MI,30000.0
2020-07,BB,100000.0
2020-07,FANUY,10000.0
2020-07,AMS.SW,13000.0
2020-07,BCART.BR,45000.0
2020-07,UCB.BR,2000.0
2020-07,ASML,540.0
2020-07,RAY.ST,40000.0
2020-07,UMI.BR,7600.0
2020-07,BOOZT.ST,40000.0
2020-07,GWPH,2000.0
2020-07,MTLS,7000.0
2020-07,NOD.OL,37000.0
2020-07,AM3D.DE,25000.0
2020-07,BAS1V.HE,9000.0
2020-07,6861.T,250.0
2020-07,ASC.L,20000.0
2020-07,SEDG,2500.0
2020-07,DUST.ST,46000.0
2020-07,ZAL.DE,5050.0
2020-07,6146.T,950.0
2020-07,ACSO.L,75000.0
2020-07,SAX.DE,3500.0
2020-07,OCDO.L,24000.0
2020-07,4751.T,5000.0
2020-07,ALK-B.CO,1000.0
2020-07,STM,10000.0
2020-07,6951.T,10000.0
2020-07,AMP.MI,8000.0
2020-07,6857.T,4000.0
2020-07,6481.T,10000.0
2020-07,INRN.SW,150.0
2020-07,RKUNY,10000.0
2020-07,ADYEN.AS,260.0
2020-07,CAPC.L,150000.0
2020-07,FDP.L,1000.0
2020-07,SMDS.L,95000.0
2020-07,TSM,6000.0
2020-07,ZOO.L,240000.0
2020-07,IQE.L,329030.0
2020-07,ORP.PA,2000.0
2020-07,3064.T,8500.0
2020-07,6594.T,2600.0
2020-07,3990.T,4000.0
2020-07,3844.T,8000.0
2020-07,LTG.L,400000.0
2020-07,6920.T,1000.0
2020-07,ADE.OL,12580.0
2020-07,LBIRD.PA,16092.0
2020-07,FDEV.L,39214.0
2020-07,AML.L,300000.0
2020-07,VITB.ST,10000.0
2020-07,TOBII.ST,100000.0
2020-07,4755.T,15000.0
2020-07,IFX.DE,16000.0
2020-07,4689.T,60000.0
2020-07,FUTR.L,30000.0
2020-07,TOM2.AS,28000.0
2020-07,6544.T,7000.0
2020-07,DSY.PA,2300.0
2020-07,DIA.MI,2000.0
2020-07,RYAAY,4300.0
2020-07,ASR,3000.0
2020-07,AGL.MI,30000.0
